"POINTID","pH_CaCl2","pH_H2O","EC","OC","CaCO3","P","N","K","Ox_Al","Ox_Fe","Elev","LC","LC_0","LU","BDsample_0","coarse_mas","geometry"
34562704,5.1,5.46,23.19,20.6,NA,64.5,2,156.9,NA,NA,121,"B16","B","U111",1.4615,0.09,c(-1.382315673, 46.85043769)
34562818,3.8,4.29,19.14,41.8,1,46.8,4.3,157.6,4.7,8.4,83,"B12","B","U111",1.386,0.24,c(-1.608573356, 47.86242525)
34562872,6.8,7.05,20.56,14.5,4,30.4,1.7,142.3,NA,NA,117,"B52","B","U111",1.3445,0.07,c(-1.719781084, 48.34136969)
34582042,7.6,8.06,36.3,13.2,311,16.4,1.2,453.5,NA,NA,528,"B74","B","U111",1.494,0.14,c(-0.239474296, 40.950774)
34582172,7.7,8.09,117.2,8.5,293,28.9,1.4,163.4,NA,NA,497,"B11","B","U111",1.658,0.07,c(-0.435744605, 42.11350309)
34582178,7.5,8.25,16.44,11.9,343,13.6,1.4,188.5,0.5,0.7,564,"B13","B","U111",1.496,0.05,c(-0.445049253, 42.16712213)
34582186,7.4,8.05,16.42,16.3,244,44.6,1.8,546.6,NA,NA,691,"B11","B","U111",1.2295,0.18,c(-0.4574901, 42.23860805)
34582352,6.8,7.3,26.11,32.8,54,13.2,3.2,163.9,NA,NA,102,"E20","E","U111",1.1415,0.16,c(-0.724875434, 43.72038919)
34582676,6,6.53,6.31,16.1,NA,31.9,1.7,49.8,4.1,3.6,112,"B55","B","U111",1.648,0.01,c(-1.302601537, 46.60443069)
34602092,7.6,7.89,50.8,16,483,12.5,1.4,199.9,NA,NA,383,"B13","B","U111",1.351,0.18,c(-0.290115823, 41.40066024)
34602152,7.1,7.67,26,17.1,289,13.8,2.2,286.3,NA,NA,364,"B11","B","U111",1.329,0.08,c(-0.381027338, 41.93722767)
34602236,5.7,6.01,13.78,97.6,3,16.5,4.3,273.8,NA,NA,1330,"C22","C","U120",0.752,0.33,c(-0.512000666, 42.68775677)
34602380,4.3,5.11,5.06,13.7,NA,NA,1.2,49.1,NA,NA,114,"C22","C","U120",1.209,0.03,c(-0.747106693, 43.97262688)
34621956,7.4,8.02,21.6,17.9,220,81.3,1.7,532.6,NA,NA,321,"B74","B","U111",1.2365,0.04,c(-0.068580307, 40.18532716)
34622132,7.6,8.08,29.5,17.8,276,27.9,2.2,124.3,NA,NA,405,"F40","F","U112",1.2705,0.1,c(-0.326688059, 41.76088556)
34622806,4.9,5.55,12.25,14.3,1,29.3,1.7,137.9,NA,NA,131,"B13","B","U111",1.3925,0.1,c(-1.505015471, 47.76436245)
34622842,5.5,6.15,14.58,15.8,NA,27.7,2.1,114.5,NA,NA,109,"B53","B","U111",1.3505,0.22,c(-1.57798415, 48.08378878)
34623626,3.9,4.27,41.64,501.3,NA,74.4,22.1,224,NA,NA,8,"E20","E","U111",0.169,0.03,c(-3.513616013, 55.01204085)
34642044,7.7,8.33,17.34,23.5,441,NA,0.6,85.7,NA,NA,428,"B13","B","U111",1.4975,0.04,c(-0.171910065, 40.97597562)
34642088,7.7,8.26,20.4,16.9,387,11.1,1,250.1,NA,NA,394,"F40","F","U112",1.2505,0.11,c(-0.236833723, 41.36977106)
34642160,7.5,8.35,13.15,9.7,290,NA,1.2,110.2,0.4,0.3,472,"B13","B","U111",1.214,0.05,c(-0.345529772, 42.01369614)
34662148,7.6,8.11,19.52,11.8,201,NA,1.4,161.5,0.5,0.5,383,"B13","B","U111",1.536,0.09,c(-0.303344771, 41.90887973)
34662634,7.1,7.89,19.95,24.8,414,52.2,2.8,398.2,1.4,1.1,65,"B11","B","U111",1.199,0.1,c(-1.120488658, 46.24195228)
34662858,4.6,5.2,8.21,31.6,NA,64.9,3.2,76.7,NA,NA,109,"E20","E","U111",1.2905,0.21,c(-1.557509539, 48.23134885)
34663314,6.6,5.98,13.18,16,NA,48.5,1.9,213.9,1.9,5.3,183,"B11","B","U111",1.6785,0.04,c(-2.596720332, 52.26744449)
34682152,7.4,7.97,16.31,10.3,242,NA,1.5,144.4,NA,NA,413,"B52","B","U111",1.463,0.02,c(-0.285563527, 41.94710412)
34682394,3.5,4.32,4.66,21,NA,23.8,1.2,16.3,NA,NA,133,"C22","C","U120",1.2635,0,c(-0.671787183, 44.10773452)
34702166,7.5,8.3,17.21,12.8,317,81.6,1.6,320.6,NA,NA,533,"B11","B","U111",1.5845,0.06,c(-0.282979323, 42.07473022)
34702666,7.1,7.43,16.83,11.9,2,74.7,1.5,205.6,NA,NA,65,"F40","F","U111",1.319,0.07,c(-1.128722144, 46.53183252)
34703724,4.4,5.13,20.51,74.6,NA,15.9,4.7,123.7,NA,NA,174,"E20","E","U111",0.835,0.07,c(-3.687489375, 55.88799744)
34722748,5.4,6.18,8.01,15.7,NA,51.9,1.9,229.6,NA,NA,127,"B51","B","U111",0.122,0.03,c(-1.259072768, 47.26320526)
34723000,5.1,5.53,8.08,13.9,NA,15.2,1.6,135.4,NA,NA,130,"B11","B","U111",1.372,0.09,c(-1.775983796, 49.49878444)
34723198,6.4,6.69,29.79,26.9,NA,22.2,2.7,131.5,1,3.2,63,"B11","B","U111",0.813,0.07,c(-2.225996377, 51.25143969)
34742632,7.2,7.61,18.93,29.1,87,23,3.4,493.9,NA,NA,61,"B31","B","U111",1.0335,0.2,c(-1.01408607, 46.23486591)
34742674,6.2,6.71,11.44,16.8,1,58.1,2,120.8,NA,NA,124,"B11","B","U111",1.3475,0.16,c(-1.092049797, 46.60832642)
34742884,5.1,5.59,8.67,27.8,NA,41.4,2.9,204.1,NA,NA,151,"B11","B","U111",1.341,0.17,c(-1.504017569, 48.47320825)
34743334,5.7,5.93,50.43,22.4,NA,11.2,2.9,87.1,NA,NA,169,"B16","B","U111",1.069,0.24,c(-2.531476025, 52.45645045)
34762078,7.7,8.29,21.7,23.8,446,79.4,1.2,206.3,NA,NA,204,"F40","F","U112",1.3995,0.04,c(-0.080247237, 41.29482115)
34762150,7.2,7.99,17.53,10.8,305,26.4,1.8,78.9,NA,NA,436,"B52","B","U111",1.605,0.11,c(-0.187061699, 41.93900404)
34762196,7.1,7.29,23,41.4,332,NA,3,159.3,NA,NA,1325,"C22","C","U420",1.1625,0.27,c(-0.256918485, 42.35026866)
34762502,6,6.65,7.36,14.5,NA,32,1.4,103.1,NA,NA,68,"B82","B","U111",1.641,0.01,c(-0.756275918, 45.08045272)
34762730,5.6,6.28,14.48,13.8,NA,24.6,1.5,71.7,NA,NA,136,"B11","B","U111",1.2685,0.08,c(-1.172135584, 47.10872929)
34762834,4.7,5.07,5.6,21.3,NA,30.1,2.7,70,NA,NA,111,"B55","B","U111",1.477,0.07,c(-1.375893394, 48.03231507)
34762898,6.9,7.56,18.55,23,204,26.6,2.6,134,NA,NA,59,"B11","B","U111",1.321,0.04,c(-1.506030326, 48.60019606)
34763312,5.5,5.85,6.49,25,NA,11,2.7,168.1,NA,NA,153,"E20","E","U111",1.1445,0.03,c(-2.447049108, 52.26517642)
34763716,4.6,5.11,47.08,52.3,NA,88.9,4.4,205.5,NA,NA,241,"E20","E","U111",0.9375,0.06,c(-3.568522159, 55.82777041)
34782164,7.5,8.32,12.75,12.5,148,14.1,1.2,107.6,NA,NA,504,"B13","B","U111",1.425,0.11,c(-0.184269062, 42.06663303)
34782740,6.4,6.59,11.79,15.6,NA,11.6,1.7,77.7,NA,NA,142,"B55","B","U111",1.2015,0.13,c(-1.165189988, 47.20028701)
34802042,7.3,7.83,21.6,18.8,451,NA,1.4,170.1,NA,NA,596,"D10","D","U420",1.4435,0.05,c(0.019054895, 40.97728323)
34802604,7.3,7.76,45.39,21.9,14,44.1,2.9,684,NA,NA,51,"B11","B","U111",1.1165,0.15,c(-0.886188934, 45.9937161)
34803004,5.8,6.43,16.83,40.5,NA,45.5,4,233.8,NA,NA,147,"E20","E","U111",1.088,0.02,c(-1.675313983, 49.54567174)
34822134,7.4,7.86,23.5,19.1,194,17.8,2.4,91.2,NA,NA,413,"B53","B","U111",1.306,0.11,c(-0.09160946, 41.80315911)
34822350,6.2,6.89,13.59,14.2,1,59.4,1.3,296.2,NA,NA,170,"B16","B","U111",1.3745,0.02,c(-0.426668683, 43.73301367)
34842126,7.6,7.87,191.1,9.6,275,NA,1.2,87.9,NA,NA,294,"F40","F","U112",1.4675,0.15,c(-0.055954104, 41.73399213)
34862308,4.8,4.96,37.35,12.7,NA,54.9,1.6,266.5,NA,NA,285,"B16","B","U111",0.936,0.07,c(-0.310342926, 43.3631031)
34862890,6,6.68,11.59,15,NA,24,1.9,80.6,NA,NA,111,"B16","B","U111",1.258,0.08,c(-1.355511293, 48.54312429)
34862944,6.3,6.94,13.96,42.9,5,12.5,4.5,74.8,NA,NA,119,"E20","E","U111",1.0925,0.06,c(-1.466599188, 49.02218739)
34882068,7.7,8.33,14.76,23.8,476,NA,0.8,91,NA,NA,333,"B75","B","U111",1.179,0.07,c(0.075941494, 41.21961)
34882144,7.6,8.37,13.73,10.4,178,17.8,1.4,116,NA,NA,527,"B13","B","U111",1.5075,0.04,c(-0.034920375, 41.89983263)
34882166,7.5,8,18.75,18.2,341,NA,1.9,139.7,NA,NA,598,"B74","B","U111",0.943,0.11,c(-0.067639485, 42.09662181)
34882360,6,6.69,10.45,10.9,1,89.2,1.2,171.6,1.8,2.7,144,"B16","B","U111",1.2385,0.02,c(-0.36902884, 43.82973801)
34882720,4.7,5.36,4.38,17,NA,15.8,1.8,89.4,NA,NA,170,"E20","E","U111",1.125,0.17,c(-0.996691669, 47.0359674)
34883350,5.9,6.19,31.21,11.9,NA,64.5,1.4,352.3,NA,NA,69,"B13","B","U111",1.218,0.12,c(-2.368153391, 52.61925591)
34902136,7.6,8.11,18.76,15,218,NA,2,143.2,NA,NA,451,"B13","B","U111",1.334,0.05,c(0.000739266, 41.83065166)
34902366,5.5,6.06,11.33,9.4,1,38.2,1,116.3,NA,NA,136,"B16","B","U111",1.568,0.03,c(-0.354083554, 43.88576769)
34902946,5.1,5.77,8.9,36.4,NA,23,3.9,76.2,NA,NA,107,"E20","E","U111",1.0255,0.08,c(-1.41660602, 49.0455018)
34902982,4.8,5.26,5.43,23.2,NA,NA,2.2,61.4,NA,NA,55,"E20","E","U111",1.0065,0.08,c(-1.491915522, 49.36477442)
34922386,3,4.08,5.73,44,1,NA,1.5,44.9,NA,NA,132,"E30","E","U120",1.01,0.03,c(-0.361805793, 44.06670981)
34922452,4.5,5.27,5.49,14.5,NA,10.8,1.4,40.1,NA,NA,100,"C10","C","U420",1.33,0.11,c(-0.470558615, 44.6553415)
34922776,5.7,6.38,9.78,17.3,NA,57.3,2.1,164.2,NA,NA,101,"B54","B","U111",1.429,0.32,c(-1.050700143, 47.5390076)
34922866,5.6,6.33,7.18,17,NA,59.2,1.8,151.4,NA,NA,135,"B16","B","U111",1.287,0.22,c(-1.226867691, 48.33834484)
34922890,6.5,7.03,12.95,18.1,NA,98.4,2.1,355.7,2.2,4,177,"B11","B","U111",1.136,0.09,c(-1.275050545, 48.55138286)
34942160,7.6,8.14,18.54,17.4,282,NA,1.5,183.5,NA,NA,486,"B13","B","U111",1.326,0.07,c(0.013060816, 42.05014466)
34942744,5.3,5.86,16.74,17.9,NA,26.3,2.1,92.5,NA,NA,158,"B16","B","U111",1.1585,0.15,c(-0.963557588, 47.25728822)
34942784,6.3,6.73,12.8,22.9,NA,17.5,2.6,96.4,NA,NA,138,"B16","B","U111",1.3255,0.07,c(-1.03972921, 47.6127704)
34943222,7,7.06,30.67,88.7,117,59.2,8.9,300.7,NA,NA,123,"E20","E","U111",0.5995,0.16,c(-1.970447645, 51.49639057)
34962128,7.5,8.1,16.64,11.9,245,NA,1.6,116.4,0.3,0.7,265,"B13","B","U111",1.1675,0.04,c(0.083927601, 41.76620024)
34982150,7.2,7.9,24,14,132,12.2,1.6,170,NA,NA,376,"B13","B","U111",1.235,0.34,c(0.075602359, 41.96543787)
34982298,5.6,6.2,10.18,18.8,NA,43,2.1,306,NA,NA,415,"B12","B","U111",0.889,0.14,c(-0.14810049, 43.28851983)
34982564,7,7.85,22.46,19.6,569,20.3,2.2,542.9,NA,NA,66,"B11","B","U111",0.8075,0.63,c(-0.585834154, 45.66095902)
34982730,4.9,5.8,5.58,14.6,NA,41.8,1.7,41.2,NA,NA,146,"B55","B","U111",1.309,0.21,c(-0.884979451, 47.138124)
34982780,6.3,6.73,8.32,20.6,NA,NA,2.4,78.7,NA,NA,96,"B55","B","U111",1.3695,0.06,c(-0.979384021, 47.58256908)
35002106,7.5,8.21,21.5,11.6,466,14.4,1.6,297.6,NA,NA,301,"F40","F","U112",1.205,0.24,c(0.163336786, 41.57399342)
35002110,7.7,8.22,30.6,5.7,388,NA,0.9,155.3,NA,NA,314,"F40","F","U112",1.331,0.04,c(0.157578458, 41.60980329)
35002134,7.3,7.87,20.3,14.2,170,NA,1.8,82.6,NA,NA,306,"B13","B","U111",1.32,0.37,c(0.122836492, 41.82462613)
35002236,4.4,4.88,20.47,76,NA,18.5,7.7,197.1,NA,NA,1729,"E20","E","U111",0.867,0.17,c(-0.028576505, 42.73693816)
35002314,5.1,5.8,7.13,17.1,NA,15,1.9,42.9,NA,NA,269,"E20","E","U111",0.815,0.11,c(-0.148626528, 43.43385776)
35002386,3.3,4.45,3.75,16.7,NA,NA,0.7,16.1,NA,NA,120,"C22","C","U120",1.24,0.03,c(-0.262878334, 44.07662219)
35002620,7.2,7.79,18.53,26,51,22.5,3.1,589.5,0.6,3.4,73,"B13","B","U111",1.077,0.32,c(-0.65872072, 46.16213925)
35021982,6.9,8.1,15.61,13.5,131,20,1.3,486.6,NA,NA,142,"B77","B","U111",1.284,0.04,c(0.360763738, 40.46531071)
35023494,5.1,5.6,12.38,36.2,NA,16.6,4.1,104.8,NA,NA,165,"E20","E","U111",1.131,0.09,c(-2.533734248, 53.91271538)
35042052,7.6,8.33,18.31,30.1,460,39,0.9,180.9,NA,NA,437,"B82","B","U111",1.0795,0.05,c(0.287315296, 41.09503266)
35042124,7.5,8.01,26.7,16.5,524,16.4,1.7,107.7,NA,NA,332,"B16","B","U111",1.1565,0.14,c(0.184957135, 41.73982437)
35042146,7.5,8.1,23.9,20,127,23.2,2.3,448.3,NA,NA,340,"E30","E","U112",1.061,0.14,c(0.153095764, 41.93673209)
35042530,7.1,7.84,21.35,23.4,304,18.7,2.4,416.3,NA,NA,121,"B16","B","U111",1.085,0.32,c(-0.451258877, 45.36568281)
35042884,6.1,6.56,5.86,21.5,NA,31.7,2.3,109.8,NA,NA,209,"B55","B","U111",1.284,0.06,c(-1.102128648, 48.51445035)
35042938,6.1,6.75,9.2,17.2,NA,38.8,2,116.1,NA,NA,180,"B16","B","U111",1.3545,0.1,c(-1.210654743, 48.99381577)
35043748,5.4,5.99,9.67,24.8,NA,42,2,272.9,NA,NA,76,"B13","B","U111",1.126,0.08,c(-3.224870101, 56.15623318)
35062104,7.3,8.17,17.08,12,380,21.8,1.5,224.1,NA,NA,389,"F40","F","U112",1.293,0.13,c(0.237419229, 41.56310586)
35062540,6.9,7.35,13.6,14.9,5,53.5,1.6,312.8,NA,NA,88,"B11","B","U111",1.05,0.05,c(-0.442978158, 45.45730806)
35062630,7.2,7.9,15.81,20.2,392,19.4,2.3,481.8,1.3,9.3,64,"B11","B","U111",1.076,0.05,c(-0.599421767, 46.25886456)
35062950,5,5.67,9.47,38.1,NA,51,3.9,112.9,NA,NA,130,"E20","E","U111",1.101,0.08,c(-1.20801144, 49.10304307)
35063818,4.2,5.17,13.99,47.9,NA,12.2,4,68.8,NA,NA,338,"D20","D","U111",0.957,0.36,c(-3.409186883, 56.77610866)
35082276,5.4,5.74,9.47,25.1,NA,NA,3.1,105.6,NA,NA,562,"B55","B","U111",1.259,0.12,c(0.007673384, 43.10403789)
35082550,6.9,7.53,25.02,13.1,537,24.3,1.8,609.9,NA,NA,106,"B32","B","U111",0.8685,0.15,c(-0.434687475, 45.54892739)
35082780,5.9,6.56,7.26,12.5,1,24.5,1.4,70.7,0.7,4.1,98,"B11","B","U111",1.378,0.06,c(-0.847671902, 47.5958095)
35082784,5.3,5.95,13.36,37.1,NA,26.5,3.9,78.9,NA,NA,78,"E20","E","U111",1.2535,0.07,c(-0.855225934, 47.63136618)
35082924,5,5.73,6.34,25.9,NA,23.3,2.9,65.2,NA,NA,196,"E20","E","U111",1.2965,0.08,c(-1.128261506, 48.87499279)
35102290,5,5.44,10.01,17.3,NA,44,2.1,340.4,NA,NA,371,"B52","B","U111",1.4395,0.12,c(0.010649237, 43.23153645)
35102740,5.4,6.19,6.83,12.5,NA,20.3,1.5,83.1,NA,NA,158,"B53","B","U111",1.3695,0.08,c(-0.746683077, 47.24277486)
35102926,5.6,6.24,12.07,28.8,NA,128,3.3,350.9,NA,NA,216,"B11","B","U111",1.258,0.32,c(-1.105273064, 48.89545506)
35103484,5.8,6.09,17.57,63.9,NA,42.6,6.4,182,NA,NA,115,"E20","E","U111",1.0685,0.44,c(-2.3872517, 53.83672133)
35122538,6.1,6.84,8.04,15.6,NA,64.2,1.5,255.2,1.4,4.8,119,"B82","B","U111",1.0775,0.13,c(-0.363569057, 45.44701399)
35142092,7.5,7.61,142.4,13.9,358,22.3,1.8,425.3,0.3,1,133,"B72","B","U111",1.3635,0.09,c(0.349308323, 41.46490872)
35142218,6.5,6.71,16.9,75.5,4,16,5.8,277.2,NA,NA,1187,"C10","C","U420",0.867,0.34,c(0.167513392, 42.59263906)
35142542,7.3,7.96,24.54,15.6,357,30.1,1.7,1123.9,NA,NA,99,"B31","B","U111",0.877,0.33,c(-0.344988593, 45.48515963)
35162334,5.7,6.24,9.13,7.8,NA,29.2,1.1,58.2,NA,NA,174,"B32","B","U111",1.682,0.1,c(0.016372071, 43.63181505)
35162510,4.5,4.94,6.63,13.7,NA,14.2,1.2,34.4,NA,NA,143,"E10","E","U111",1.22,0.04,c(-0.266022225, 45.20240508)
35162564,7.4,7.58,17.07,23.4,186,43.8,2.2,404.9,NA,NA,56,"E30","E","U112",1.099,0.25,c(-0.356913337, 45.68370492)
35162590,7.1,7.72,20.9,34,396,30.1,3.5,378.1,NA,NA,101,"B11","B","U111",0.8585,0.34,c(-0.401423185, 45.91534662)
35162680,4.8,5.63,6.77,14.3,1,17.6,1.7,108.7,NA,NA,246,"B18","B","U111",1.165,0.09,c(-0.559376491, 46.71671401)
35162766,5.3,5.96,12.08,28.7,NA,21.8,2.7,67.2,NA,NA,106,"E20","E","U111",1.0245,0.04,c(-0.716170337, 47.48179926)
35162802,6,6.57,12.9,23.5,NA,68,2.5,481.9,NA,NA,134,"E20","E","U111",1.4335,0.05,c(-0.783580518, 47.80187851)
35182124,7.5,8.02,23.8,14.8,161,17.1,2.1,111.7,NA,NA,268,"B16","B","U111",1.287,0.1,c(0.351624146, 41.75609692)
35182620,6.9,7.19,33.4,87.8,50,NA,6,296.2,NA,NA,127,"C10","C","U120",0.614,0.14,c(-0.42772249, 46.18507305)
35183700,4.9,5.51,36.41,28.8,NA,NA,3.2,92,NA,NA,334,"E20","E","U111",1.0295,0.42,c(-2.861525433, 55.75582593)
35202306,5.7,6.18,7.17,9.8,NA,38.4,1.1,76.6,NA,NA,270,"B16","B","U111",1.728,0.1,c(0.108351907, 43.38642845)
35202360,6.5,6.93,10,7.9,NA,13.7,1.1,64.7,0.6,1,212,"B55","B","U111",1.7015,0.04,c(0.02524739, 43.86882599)
35202624,7.4,7.81,24.07,37.8,457,30.6,4.1,496,NA,NA,92,"F40","F","U111",0.868,0.38,c(-0.408992471, 46.22321525)
35202882,5.7,6.37,8.5,18.6,1,45.6,2.2,81.4,3,4.8,239,"B13","B","U111",1.298,0.1,c(-0.88364992, 48.51808345)
35202904,5.1,5.88,8.91,24.6,2,21.4,3.1,60.2,NA,NA,216,"E20","E","U111",1.126,0.1,c(-0.926690477, 48.71351035)
35202922,5.1,5.82,8.73,26.8,NA,20.1,2.9,102.3,0.8,1.8,209,"B55","B","U111",0.908,0.13,c(-0.962224482, 48.87337561)
35203908,3.7,3.94,167.9,420.8,NA,82.8,22.6,414,NA,NA,79,"C10","C","U420",0.67,0.01,c(-3.469504454, 57.59205744)
35222956,5.5,5.86,32.53,24.4,NA,54.7,2.9,482.4,NA,NA,139,"B16","B","U111",1.099,0.12,c(-1.002967408, 49.17795702)
35223528,3.2,4.01,21.6,422.9,NA,46.3,16.8,260.7,NA,NA,410,"H12","H","U420",0.0155,0.45,c(-2.322423254, 54.24376202)
35223718,5.7,6.17,30.22,30,NA,53.3,2.5,454.4,NA,NA,68,"B55","B","U111",1.247,0.08,c(-2.851144212, 55.92098658)
35242112,7.4,7.65,30.5,18.3,218,60.6,2.5,128,1,1.3,324,"B16","B","U111",1.2415,0.15,c(0.43993214, 41.65551282)
35242302,6.4,6.93,8.25,9.1,NA,17.9,1.2,87.8,0.8,2.1,276,"B16","B","U111",1.7175,0.08,c(0.163325429, 43.35541471)
35242486,5.9,6.4,7.48,14.9,NA,24.2,1.6,145.8,NA,NA,95,"B82","B","U111",1.459,0.06,c(-0.125730382, 44.99821389)
35242684,5.2,5.98,6.87,11.5,NA,27.6,1.3,147.5,1.3,4.4,209,"B55","B","U111",1.136,0.13,c(-0.462752387, 46.76249591)
35262010,7.3,7.84,27.6,30.6,284,60.6,2.6,330.1,NA,NA,71,"E20","E","U415",1.063,0.17,c(0.603471582, 40.74360632)
35262100,7.1,7.8,28.6,20.1,222,60.3,2.5,403.1,NA,NA,191,"B81","B","U111",1.285,0.07,c(0.480447086, 41.55030006)
35263752,5.2,5.62,15.2,39.2,NA,93,3.4,417.7,NA,NA,120,"B11","B","U111",0.9545,0.15,c(-2.888000347, 56.22726896)
35282092,7.4,7.97,88.8,23.4,294,13.8,1.6,383,NA,NA,206,"B75","B","U111",1.3785,0.06,c(0.515273744, 41.4808965)
35282704,5.9,6.5,7.23,10.9,NA,18,1.2,71,NA,NA,172,"B55","B","U111",1.215,0.3,c(-0.44633653, 46.94558636)
35302114,7.4,8,19.52,9.2,299,18.7,1.5,169,NA,NA,332,"B82","B","U111",1.407,0.07,c(0.508493297, 41.68025264)
35302214,7,7.28,16.36,42.7,67,NA,3.6,53.7,NA,NA,1434,"C10","C","U420",0.9285,0.14,c(0.36646486, 42.57549752)
35302442,6.1,6.68,7.33,7.8,NA,32.7,1,144.5,0.6,2.3,141,"B82","B","U111",1.6225,0.06,c(0.020331744, 44.61289769)
35302784,5.5,6.04,22.59,42.9,NA,15.9,4.5,79.2,NA,NA,77,"E20","E","U111",1.1145,0.15,c(-0.565051051, 47.65995944)
35302960,5.5,6.09,11.14,21.5,1,55.3,2.8,128.5,NA,NA,126,"B53","B","U111",0.8895,0.2,c(-0.902213498, 49.22415588)
35303270,7.3,7.45,17.56,24.1,23,30.6,2.5,279,NA,NA,209,"F40","F","U111",0.863,0.16,c(-1.566783841, 51.97335298)
35303690,5.3,5.94,30.87,19.9,NA,28,2.2,285.8,NA,NA,224,"B13","B","U111",1.454,0.34,c(-2.64452251, 55.68663104)
35303726,5.7,6.1,35.14,19.6,NA,35.1,1.8,202.6,1,7.5,30,"B21","B","U111",1.276,0.07,c(-2.748282338, 56.00430508)
35322282,5.6,4.95,16.66,36.2,NA,20,3.6,115,NA,NA,547,"E20","E","U111",1.2045,0.22,c(0.290959575, 43.18600956)
35322812,5.7,6.12,22.15,22,NA,47.7,2.7,49.4,NA,NA,148,"E20","E","U111",1.121,0.04,c(-0.590413094, 47.9115541)
35323658,4.9,5.64,30.86,33.1,NA,25.9,3.4,98.4,NA,NA,209,"E20","E","U111",1.042,0.08,c(-2.522816511, 55.40728863)
35323916,4.8,5.33,52.7,34.1,NA,21.4,3.2,150.2,NA,NA,4,"E20","E","U111",0.7735,0.03,c(-3.297971242, 57.68261202)
35342068,7.7,8.28,19.58,27.6,581,26,0.9,184.4,0.2,0.3,364,"B81","B","U111",1.5585,0.1,c(0.619231899, 41.27257442)
35342334,7.3,7.88,20.15,20.2,292,NA,2.1,162.6,0.8,1,234,"B11","B","U111",1.51,0.31,c(0.237458392, 43.65314639)
35342564,7.4,7.96,21.89,27.9,328,52.3,2.9,1038.5,NA,NA,100,"B82","B","U111",1.2375,0.38,c(-0.127822829, 45.70595671)
35342626,6.9,7.47,24.59,29.9,6,72.5,3.5,319.8,2.9,4,142,"B12","B","U111",0.975,0.06,c(-0.232494467, 46.25849634)
35342676,5.9,6.39,10.61,14,NA,17,1.6,142,1.5,4.5,224,"B16","B","U111",1.166,0.13,c(-0.31895912, 46.70384728)
35342752,7.3,7.87,16.84,22.7,107,10.8,2.1,386.9,NA,NA,105,"B16","B","U111",1.008,0.18,c(-0.454030209, 47.38036976)
35342896,4.3,5,8.2,39.5,NA,18.1,3.8,94.6,NA,NA,200,"C10","C","U120",1.149,0.3,c(-0.722704114, 48.66088158)
35342964,4.6,5.29,9.49,29.5,NA,14.1,3,86.4,NA,NA,74,"E20","E","U111",0.8345,0.05,c(-0.855740284, 49.26498453)
35362530,6.7,7.22,17.4,9.5,36,21.8,1.5,340.4,0.6,0.6,132,"B11","B","U111",1.1325,0.42,c(-0.046256049, 45.40523188)
35362710,5.6,6.23,10.73,26.1,NA,10.9,2.9,73.5,NA,NA,143,"E20","E","U111",1.016,0.04,c(-0.352757804, 47.00907427)
35363754,5.6,6.06,24.14,26.3,NA,53.3,2.4,140.2,NA,NA,109,"B11","B","U111",1.0345,0.08,c(-2.735023083, 56.26087377)
35382120,7.3,7.59,23.8,23.2,330,13.3,3,202.2,NA,NA,308,"B55","B","U111",1.2495,0.07,c(0.595386468, 41.74302895)
35382192,7.1,7.45,30,102.5,112,19,6,408.1,NA,NA,1274,"C10","C","U420",0.612,0.32,c(0.494449521, 42.38777669)
35382238,4.6,6.28,35.91,83.3,NA,43,8.3,511.1,NA,NA,1445,"E20","E","U111",0.8655,0.54,c(0.428423075, 42.7994204)
35382378,7,7.73,21.7,21.3,515,22.4,1.9,203.8,NA,NA,152,"E20","E","U420",1.157,0.09,c(0.219728922, 44.05095582)
35382516,7.1,7.72,20.6,20.9,508,24,2.2,427.7,NA,NA,129,"B31","B","U111",1.159,0.25,c(0.001885336, 45.28278214)
35382588,7.1,7.75,20,24.7,299,38.9,3.1,315.3,NA,NA,160,"B12","B","U111",1.248,0.11,c(-0.116885207, 45.92478334)
35382858,5.8,6.31,20.43,27.9,NA,65,3.1,517.5,NA,NA,170,"E20","E","U111",1.255,0.04,c(-0.596652957, 48.32830061)
35383678,5.7,6.23,22.01,23.8,NA,30.5,2.4,272.3,NA,NA,44,"B11","B","U111",1.27,0.16,c(-2.485286859, 55.59319884)
35402092,7.7,8.35,27.3,22.9,275,91.4,2,745.6,NA,NA,302,"B81","B","U111",1.474,0.07,c(0.657589837, 41.49438068)
35402214,6.5,6.62,49,92.9,3,30.5,9.6,167.2,3.5,7.8,1139,"B71","B","U111",0.543,0.11,c(0.487167813, 42.58695692)
35402314,6.8,7.21,19.76,14.2,1,36.1,2.2,138.8,NA,NA,313,"B16","B","U111",1.5855,0.2,c(0.34111547, 43.48138403)
35402344,7.3,8.03,14.05,13.8,32,NA,1.8,167.8,0.8,1.7,179,"B53","B","U111",1.6475,0.29,c(0.296129002, 43.74952037)
35402488,4.5,5.17,5.39,9.5,NA,25.1,1.1,53.7,NA,NA,90,"E20","E","U111",1.4115,0.13,c(0.072271966, 45.03538413)
35403654,4.9,5.69,18.14,48,NA,14.8,5.2,293.4,NA,NA,298,"E20","E","U111",0.9955,0.01,c(-2.387157845, 55.38434755)
35422288,5.9,6.34,10,13.2,NA,21,1.8,84.9,NA,NA,365,"B16","B","U111",1.6775,0.1,c(0.40407125, 43.25123259)
