"POINTID","Elev","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","CaCO3_2018","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","LC_0","LC_2018","LU_2018","BDsample_0","coarse_mas","geometry"
44062594,1093,"1",7,7.34,44.83,47,40,36.1,3.4,194,NA,NA,"B","B73","U111",1.227,0.66,c(11.10523627, 46.45357238)
44062810,496,"1",6,6.4,16.68,14.4,NA,52.4,1.7,218,1.1,3.9,"B","B11","U111",1.5855,0.08,c(11.14743365, 48.39752894)
44082612,516,"4",6.1,6.02,29.17,24,NA,27.4,2.6,129.8,0.4,0.7,"B","B71","U111",1.345,0.31,c(11.13468217, 46.61537352)
44102458,62,"1",7.3,7.41,32.11,26.4,48,17.6,2.6,175.3,NA,NA,"B","B16","U111",1.247,0.04,c(11.13149059, 45.22796562)
44102480,125,"2",7.4,7.54,17.92,26.5,221,145.6,0.9,107.6,NA,NA,"B","B82","U111",0.8535,0.17,c(11.13555476, 45.42620225)
44122502,1178,"1",6.6,6.98,78.43,78.1,11,20.6,8.3,160.8,NA,NA,"E","E20","U111",0.6995,0.16,c(11.16526398, 45.62413413)
44123180,174,"1",6.3,6.79,9.96,15,NA,46.4,1.7,184.8,0.5,1.4,"B","B13","U111",1.29,0.08,c(11.31699651, 51.72299169)
44123522,19,"1",5.7,6.49,7.88,9.3,NA,33,1.1,87.5,0.7,1.6,"B","B13","U111",1.6315,0.03,c(11.41443601, 54.79573588)
44142272,328,"1",7.4,8.33,16.16,8.2,96,NA,0.9,173.7,4.3,3.4,"B","B82","U111",1.238,0.03,c(11.1479634, 43.55029906)
44143298,49,"1",5.1,5.39,24.9,212,NA,27.8,17.8,109.2,NA,NA,"C","C10","U111",0.5535,0.01,c(11.37836254, 52.78292374)
44162580,413,"1",7.7,7.98,27.85,37.1,247,NA,1.7,163.6,NA,NA,"B","B82","U111",1.12,0.17,c(11.2323399, 46.32609054)
44163086,403,"1",4.7,5.22,9.23,33.7,NA,10.6,2.3,330,NA,NA,"C","C31","U120",1.016,0.19,c(11.34982453, 50.87757821)
44163400,44,"2",4.8,5.67,5.72,12.9,NA,74,1.4,168.7,NA,NA,"E","E20","U341",1.1135,0.07,c(11.43825375, 53.69897082)
44182560,1191,"1",4.3,4.76,11.23,33.1,NA,NA,1.5,43.7,NA,NA,"C","C23","U111",0.967,0.03,c(11.2540744, 46.1456826)
44202498,554,"2",6.7,6.97,40.6,58.8,6,89.1,5,384.2,NA,NA,"C","C10","U120",0.6175,0.45,c(11.2668555, 45.58692231)
44202554,866,"1",4.5,5.14,12.66,12.8,1,65.8,1.5,307.5,NA,NA,"C","C23","U120",0.9855,0.3,c(11.27864688, 46.09134043)
44203300,33,"1",5.7,6.28,9.86,9,NA,25.5,0.9,37.8,0.7,1.5,"B","B21","U111",1.7705,0.06,c(11.46787002, 52.7998373)
44222484,96,"1",6.8,7.29,24.29,18.6,5,117.4,2.1,1112.7,0.5,2.7,"B","B73","U111",0.9475,0.01,c(11.2894817, 45.46048363)
44223286,30,"1",4.5,5.29,6.94,17.1,NA,33.2,1.7,164.4,NA,NA,"E","E20","U111",1.3715,0.03,c(11.49322517, 52.67368988)
44242414,57,"1",7.1,7.82,15.22,23,132,18.5,2.2,397.2,NA,NA,"C","C10","U420",1.2785,0.03,c(11.30017325, 44.82936525)
44242446,54,"1",7.2,7.61,29.49,57.5,17,88.6,5,263.8,NA,NA,"B","B33","U111",1.1355,0.02,c(11.30690176, 45.1177666)
44242450,56,"1",7.5,7.68,22.6,45.5,566,39.2,3.8,325.3,NA,NA,"B","B75","U111",1.0675,0.04,c(11.30774925, 45.1538127)
44242558,1405,"1",3.9,4.46,6.22,31.7,NA,NA,1.2,82.8,NA,NA,"C","C31","U120",0.6745,0.11,c(11.33118763, 46.12673203)
44242606,856,"1",6.1,6.5,35.51,26.7,1,26.4,3.2,237.6,NA,NA,"E","E20","U111",1.038,0.13,c(11.34196019, 46.55895038)
44244052,154,"1",3.6,4.26,6.58,56.3,NA,NA,2.2,47,4.6,5.3,"F","F30","U120",1.02,0.2,c(11.81758054, 59.55679749)
44262222,474,"1",4.1,4.8,8.1,62.3,NA,NA,2.7,91.9,NA,NA,"C","C33","U120",0.803,0.23,c(11.28613382, 43.09734441)
44262496,329,"1",6.4,6.76,29.24,30.2,2,61.7,3.5,147.9,NA,NA,"E","E20","U111",0.858,0.5,c(11.34317957, 45.56795802)
44262538,1496,"1",5.6,5.86,47.73,67.1,1,NA,6.5,143.4,NA,NA,"E","E20","U111",0.6235,0.06,c(11.35252233, 45.94628339)
44262618,1207,"1",4.1,4.71,11.12,54.9,NA,19,3.3,83.9,NA,NA,"C","C21","U120",0.7315,0.05,c(11.37079401, 46.66665852)
44264058,128,"1",4.5,5.07,8.78,61,NA,43.9,4.3,78.2,NA,NA,"E","E20","U370",0.849,0.02,c(11.85576832, 59.61029457)
44282288,250,"1",7.2,7.98,19.73,12.1,212,12.3,1.7,161.1,NA,NA,"B","B82","U111",1.113,0.37,c(11.3240294, 43.69256742)
44282494,162,"1",7.7,8,19.48,48.5,191,10,1.1,112.2,NA,NA,"E","E30","U318",0.8455,0.04,c(11.36830993, 45.54961253)
44283610,29,"1",7,7.41,22.9,15.7,7,23.5,1.9,70.6,NA,NA,"B","B14","U111",1.8835,0.06,c(11.69596674, 55.58324201)
44302538,1343,"2",5.6,5.79,79.1,148.4,4,10.5,7,224.2,NA,NA,"C","C21","U120",0.3645,0.05,c(11.40403658, 45.94561625)
44304076,224,"1",2.8,3.76,29.3,507.6,NA,40.4,15.9,189.5,NA,NA,"C","C31","U120",0.13,0.25,c(11.93556133, 59.77122432)
44322650,1296,"1",6.1,6.44,34.1,30,NA,17.6,3.3,45.5,NA,NA,"E","E20","U111",0.8645,0.18,c(11.45702478, 46.95369155)
44342190,333,"1",7.4,8.26,16.3,10.4,319,NA,1.2,151.1,NA,NA,"E","E30","U112",1.553,0.17,c(11.37738158, 42.80721689)
44342402,57,"4",7.3,8.25,13.17,10.1,80,14,1.3,164.5,0.7,1.9,"B","B11","U111",1.2315,0.06,c(11.42363621, 44.71955881)
44342474,178,"1",7.3,7.92,17.65,25.6,81,11.5,2.7,207.2,NA,NA,"B","B52","U111",0.972,0.52,c(11.44030106, 45.36840765)
44343058,423,"1",6.6,6.9,10.72,29.8,1,35.7,3.1,293.1,1.5,4.5,"B","B32","U111",1.1575,0.4,c(11.5968954, 50.62267109)
44362440,52,"1",7.3,7.87,17.98,17.2,58,15.8,1.2,126.9,NA,NA,"B","B43","U111",1.223,0.04,c(11.45771434, 45.06169448)
44382616,1557,"1",4.5,5.23,4.38,23.3,NA,NA,1.2,95.4,NA,NA,"C","C22","U120",0.899,0.04,c(11.52690187, 46.64654503)
44384020,144,"2",4.6,5.19,9.15,112.6,NA,11.2,4.7,88.8,NA,NA,"C","C22","U120",0.363,0.08,c(12.04740457, 59.26560831)
44402394,52,"4",7.4,8.14,22.05,10.8,132,NA,1.3,225.9,1.1,3.2,"B","B16","U111",1.292,0.1,c(11.49729349, 44.64639033)
44402962,513,"1",5.3,5.94,9.08,43.4,NA,13,3.6,95.3,NA,NA,"E","E20","U111",1.052,0.08,c(11.65145058, 49.75858497)
44403106,161,"1",7.2,7.72,16.04,21,17,27.8,2,284.6,NA,NA,"B","B11","U111",1.4115,0.01,c(11.69728887, 51.05282373)
44403826,23,"1",5,5.37,35.7,54.8,NA,31.5,5,362.3,NA,NA,"C","C10","U420",0.793,0.14,c(11.98376598, 57.52125788)
44403838,67,"3",4.2,4.78,19.8,187.3,NA,30.6,9.2,159,NA,NA,"C","C32","U362",0.409,0.07,c(11.98954786, 57.62909713)
44422216,637,"1",6.4,6.89,29.25,50.1,3,34.7,4.7,171.3,NA,NA,"B","B81","U111",0.6365,0.28,c(11.48071891, 43.04053427)
44422522,1080,"3",7.2,7.65,36.21,29.4,347,NA,2.8,146.3,NA,NA,"E","E10","U111",0.851,0.04,c(11.55444825, 45.79936072)
44442424,52,"3",7.5,8.13,21.48,11.4,116,NA,1,100.4,NA,NA,"B","B33","U111",1.319,0.07,c(11.55507578, 44.91604943)
44442510,143,"1",7.3,7.44,24.93,19.6,3,49.3,2.4,378,NA,NA,"B","B33","U111",0.9765,0.36,c(11.57700986, 45.69089532)
44444080,120,"1",3.8,4.32,12.26,62.4,NA,14.3,3.8,98.4,NA,NA,"C","C31","U120",0.731,0.07,c(12.18632322, 59.80354236)
44463286,30,"1",6.5,6.9,8.69,17.1,1,48.3,2,137.5,NA,NA,"B","B14","U111",1.446,0.04,c(11.84792247, 52.668736)
44464042,231,"1",4.2,4.67,59.8,398.4,NA,17.7,22,153,NA,NA,"C","C21","U120",0.176,0.05,c(12.19983093, 59.46127562)
44482376,65,"3",7.4,8.09,16.05,7.1,133,NA,1.2,260.6,NA,NA,"B","B12","U111",1.169,0.17,c(11.59334836, 44.48263875)
44482626,806,"2",7,7.4,17.29,12.4,8,39.3,1.4,96.2,1,2.3,"B","B82","U111",1.2505,0.31,c(11.66018396, 46.73463293)
44482636,1515,"3",5.5,5.74,31.48,31.8,NA,42.6,2.9,79.7,NA,NA,"E","E20","U111",0.853,0.11,c(11.66301037, 46.82464674)
44482834,456,"1",6.2,6.6,19.3,20.2,NA,49.2,2.2,320.2,0.9,2.7,"B","B53","U111",1.3475,0.07,c(11.72163603, 48.60605049)
44483006,528,"1",4.6,5.39,6.58,36,NA,15.3,3,50.3,NA,NA,"E","E20","U111",0.969,0.2,c(11.77702961, 50.15241221)
44483096,291,"1",7.1,7.46,29.3,36.5,35,66.5,3.7,454.8,NA,NA,"B","B55","U111",1.366,0.11,c(11.80784457, 50.96123993)
44483176,70,"1",5.9,6.58,7.19,19.1,NA,67.9,1.9,290.2,0.9,1.2,"B","B11","U111",1.437,0.06,c(11.83637585, 51.68005903)
44484206,405,"1",3.4,4.26,7.82,55.6,NA,11.1,2.5,87.2,NA,NA,"C","C32","U120",0.1455,0.12,c(12.33543613, 60.93579568)
44522366,95,"1",7.3,8,14.21,10.4,15,12.6,1.3,167.5,NA,NA,"B","B52","U111",1.227,0.1,c(11.64091092, 44.39170781)
44522402,47,"1",7.5,7.87,26.16,12.7,152,15.4,1.7,422.8,NA,NA,"B","B71","U111",1.386,0.13,c(11.6503514, 44.7162227)
44522406,49,"3",7.2,7.72,25.88,26.3,106,44.2,2.8,327.4,NA,NA,"B","B72","U111",0.9075,0.02,c(11.65140918, 44.75227515)
44522550,1077,"1",6.8,7.08,24.4,46,10,NA,3.3,242.2,NA,NA,"C","C10","U120",0.816,0.06,c(11.69071146, 46.04956663)
44542404,43,"1",7.4,8.16,17.39,16.2,106,NA,1.5,224.3,NA,NA,"B","B11","U111",1.3015,0.01,c(11.67607717, 44.73384784)
44544060,220,"2",4,4.83,4.69,46.2,NA,NA,1.7,34.2,NA,NA,"C","C33","U120",0.948,0.43,c(12.3515507, 59.62082053)
44562976,434,"1",6.7,7.06,14.01,36.5,37,14.4,3.4,185.6,NA,NA,"E","E20","U111",1.1375,0.08,c(11.87831359, 49.8809741)
44564034,184,"1",3.8,4.38,7.17,39.1,NA,NA,1.7,52.3,NA,NA,"C","C21","U120",0.877,0.32,c(12.3707565, 59.38645437)
44564074,65,"2",4.5,4.93,8.96,64.7,NA,NA,5.6,265.7,NA,NA,"E","E20","U420",0.87,0.02,c(12.39567782, 59.74610353)
44582206,715,"1",7,7.46,23.94,41.3,162,NA,4.5,297.7,NA,NA,"E","E20","U111",0.8775,0.12,c(11.67391239, 42.9472498)
44582466,48,"1",7.1,7.5,25.85,86.4,4,15.2,6.1,311,NA,NA,"B","B13","U111",0.886,0.26,c(11.74384273, 45.29171534)
44602356,156,"1",7.3,7.98,16.98,18.6,213,NA,1.7,281.9,NA,NA,"B","B52","U111",1.3355,0.1,c(11.7383337, 44.29992411)
44602522,198,"1",7.1,7.67,21.29,31.7,24,NA,2.2,157.1,NA,NA,"E","E20","U111",1.22,0.23,c(11.78561669, 45.79572471)
44602536,1412,"1",5,5.31,37.7,44.5,NA,10.2,3.9,172,NA,NA,"C","C10","U120",0.762,0.04,c(11.78975944, 45.92180714)
44603022,428,"1",6.4,6.86,15.1,18.1,NA,34.3,2,113.3,NA,NA,"B","B13","U111",1.2015,0.36,c(11.9507598, 50.29347128)
44603962,132,"1",4.9,5.57,7.44,20.5,NA,19.6,1.3,213,NA,NA,"C","C21","U120",0.825,0.47,c(12.39629665, 58.73801644)
44604030,175,"2",3.3,4.05,6.33,72.8,NA,10.8,2.5,63.6,NA,NA,"C","C22","U120",0.793,0.14,c(12.43841564, 59.34927605)
44604052,189,"1",3.7,4.34,5.01,27.3,NA,13.9,1,31,NA,NA,"C","C31","U120",1.0335,0.24,c(12.45241591, 59.54706603)
44604070,57,"1",4.5,5.06,4.81,23.7,NA,NA,1.2,23.5,NA,NA,"C","C21","U120",1.013,0.05,c(12.46401093, 59.70890563)
44604174,450,"1",3,3.97,4.88,59.3,NA,NA,1.7,68.9,NA,NA,"C","C22","U120",0.163,0,c(12.53358646, 60.6441972)
44623090,250,"2",6.1,6.5,15.34,16.1,NA,29.8,1.7,291.5,NA,NA,"B","B13","U111",1.621,0.07,c(12.00472116, 50.90404692)
44624094,111,"1",4.1,4.78,8.02,34.3,NA,10.7,2.7,83.4,NA,NA,"C","C10","U120",0.169,0.13,c(12.51532032, 59.92407509)
44624292,657,"1",4.1,4.72,5.52,102.8,NA,NA,2.2,63.5,NA,NA,"D","D10","U120",0.551,0.06,c(12.65590912, 61.70522788)
44624422,744,"1",3.7,4.48,7.89,37.6,NA,27.1,2,96.2,NA,NA,"C","C31","U120",0.581,0.04,c(12.75856556, 62.87560031)
44643268,31,"1",6.2,6.57,5.48,10.1,NA,22.5,1.1,91.3,0.5,2.4,"B","B14","U111",1.603,0.01,c(12.10614742, 52.50264897)
44643358,72,"1",6.6,6.98,14.65,13.1,3,57.1,1.4,179.2,1,2.3,"B","B16","U111",1.5555,0.07,c(12.14558376, 53.31102703)
44644312,556,"1",3.2,4.02,24.4,516.5,NA,36.2,22.4,180.9,NA,NA,"C","C32","U120",0.099,0.21,c(12.70898146, 61.88454559)
44662456,47,"2",7.4,8.32,12.5,13.9,97,12.5,0.9,68.8,NA,NA,"B","B82","U111",1.1905,0.03,c(11.84264, 45.19988822)
44662492,66,"1",7.4,8.09,18.17,15,43,NA,1.5,95.1,NA,NA,"B","B16","U111",1.095,0.06,c(11.85349343, 45.52419711)
44663338,72,"1",5.7,6.24,10.82,10.8,NA,30.5,1.1,152.4,NA,NA,"B","B18","U111",1.516,0.03,c(12.16653167, 53.13086078)
44663914,113,"1",3.2,4.16,14.99,520.6,NA,51.4,16.5,306.5,NA,NA,"C","C23","U120",0.1185,0.04,c(12.46969346, 58.30478636)
44663942,65,"1",5.5,5.96,11.29,28.6,NA,37.7,2.5,116.6,4,3,"B","B13","U111",1.106,0.08,c(12.48706621, 58.55641537)
44682440,45,"2",7.3,7.92,17.36,13.2,65,15.6,1.5,145.9,NA,NA,"B","B33","U111",1.2305,0.03,c(11.86321028, 45.05528104)
44683766,10,"1",4.9,5.52,35.1,89.7,NA,46.7,6.7,163.1,NA,NA,"B","B55","U111",0.529,0.11,c(12.4152404, 56.97442991)
44683820,72,"1",4,4.63,19.06,68.5,NA,28.2,4.5,85.5,NA,NA,"C","C10","U120",0.7255,0.21,c(12.4466617, 57.45955205)
44683856,107,"2",3.6,4.15,28.3,175.5,NA,29.1,10.1,119.4,NA,NA,"C","C31","U120",0.513,0.13,c(12.46815282, 57.78299671)
44684198,416,"1",3.7,4.39,24.4,120.3,NA,21.2,4.9,122.5,NA,NA,"C","C21","U120",0.427,0.15,c(12.696937, 60.85741998)
44702302,1257,"1",4.2,4.98,6.41,48.2,NA,NA,3.1,262.8,NA,NA,"C","C10","U420",0.6925,0.03,c(11.84761294, 43.81083737)
44702374,45,"2",7.4,8.17,19.71,16.8,118,30.4,1.5,322,NA,NA,"B","B12","U111",1.2635,0.1,c(11.86867649, 44.46002062)
44702410,39,"1",7.3,7.9,59.04,19.2,76,27.7,2.2,300,0.6,2,"B","B16","U111",1.1935,0.18,c(11.8794485, 44.78449289)
44723916,6,"1",6.1,6.6,10.86,22.7,NA,25.9,2.2,173.1,2.1,2.7,"B","B11","U111",1.1975,0.03,c(12.57308487, 58.32085225)
44724132,204,"2",3.2,4.22,7.34,56.8,NA,NA,2.2,103.4,NA,NA,"C","C31","U120",0.7725,0.07,c(12.7209965, 60.26245602)
44742228,301,"2",7.5,8.25,16.12,11,66,12.5,1.4,145.7,0.7,1,"B","B82","U111",1.2355,0.06,c(11.87562845, 43.14238228)
44742400,37,"1",7,7.28,152.9,87.3,41,25.4,6.8,375.8,NA,NA,"B","B19","U111",0.885,0.06,c(11.92679529, 44.6934523)
44743884,125,"4",3.7,4.33,9.14,67.6,NA,NA,2.9,124.8,NA,NA,"D","D10","U120",0.6775,0.02,c(12.58652969, 58.03266784)
44743890,63,"1",5.8,6.28,12.91,38.6,NA,20,3.3,163,NA,NA,"E","E20","U111",1.1025,0.1,c(12.59036415, 58.08657825)
44744208,455,"1",3.1,3.99,6.56,38.5,NA,NA,1.2,39.7,NA,NA,"C","C22","U120",0.929,0.05,c(12.81464669, 60.94526658)
44762530,205,"1",7,7.12,32.3,53.2,15,NA,4.7,146.7,NA,NA,"C","C10","U420",1.0135,0.69,c(11.99371079, 45.86411304)
44762764,446,"1",6.1,6.4,44.6,87.3,1,52.1,9,156.5,NA,NA,"E","E20","U111",0.662,0.18,c(12.07502674, 47.97000493)
44782216,329,"1",7.4,7.97,47.79,7.4,118,NA,0.9,249.4,0.5,2.9,"B","B82","U111",1.3025,0.12,c(11.92112097, 43.03318467)
44782356,59,"1",7.2,7.91,23.12,34.3,160,91.4,3.1,546,NA,NA,"B","B75","U111",1.2445,0.13,c(11.96335881, 44.29591156)
44783296,25,"1",6,6.44,7.39,17.6,2,84.3,1.8,48.5,NA,NA,"E","E20","U111",1.399,0.03,c(12.32547864, 52.75030802)
44783818,96,"1",4.6,5.25,23.8,59.1,NA,16.9,5,136.6,NA,NA,"E","E20","U111",0.6735,0.05,c(12.61170075, 57.43840736)
44802442,49,"1",7.2,7.76,25.33,22.2,66,35.6,2.1,186.5,1.9,2.8,"B","B16","U111",1.226,0.03,c(12.0158999, 45.07049196)
44802636,1146,"1",6.2,6.69,20.82,21.6,1,104.7,2.3,179.5,NA,NA,"E","E20","U111",1.252,0.21,c(12.08186335, 46.81737776)
44803324,44,"1",5.9,6.43,12.38,7.9,NA,31.4,1,124.3,1,1.6,"B","B21","U111",1.842,0.05,c(12.36869996, 53.00119596)
44804076,143,"1",4.1,4.76,11.12,157,NA,22.7,7.9,94.2,NA,NA,"C","C31","U120",0.6225,0.11,c(12.8226503, 59.75615118)
44823334,56,"1",4.6,5.14,10.87,8.7,NA,47.3,0.9,44.1,NA,NA,"B","B16","U111",1.4895,0.1,c(12.40344626, 53.09041263)
44824420,612,"1",4.9,5.49,13.38,58.8,NA,21.6,2.9,231.3,NA,NA,"C","C22","U120",0.553,0.14,c(13.14746909, 62.85001611)
44843230,139,"1",5.9,6.52,4.84,5.3,NA,23,0.6,294.8,1,1.7,"B","B13","U111",1.617,0.07,c(12.38215234, 52.15579274)
44844134,355,"1",3.8,4.69,4.99,27.3,NA,20.3,1.4,36.9,NA,NA,"C","C22","U120",0.943,0.06,c(12.93857536, 60.27612864)
44844188,475,"1",3.7,4.58,16.35,436.1,NA,31.3,13.1,757.5,NA,NA,"C","C23","U120",0.727,0.07,c(12.98195176, 60.76169898)
44862512,99,"4",7,7.47,16.68,16.5,1,24.3,2,115.9,1.6,4.1,"B","B16","U111",1.228,0.46,c(12.11597944, 45.69953101)
44862602,1231,"4",6.3,6.54,91.1,222.9,18,13,10.2,310.2,NA,NA,"C","C21","U120",0.385,0.06,c(12.14797108, 46.50982643)
44863766,60,"4",5.1,5.75,7.9,27.1,NA,102.7,2.5,170.2,NA,NA,"E","E30","U420",1.031,0.07,c(12.71072576, 56.9686447)
44864414,622,"1",3.5,4.22,15.59,195.7,NA,22.8,7.9,249.6,NA,NA,"C","C23","U120",0.3365,0.13,c(13.21978946, 62.79436511)
44882226,308,"1",6.9,7.59,32.11,21.5,33,NA,2.4,122.1,NA,NA,"E","E20","U111",0.777,0.03,c(12.04656002, 43.12103955)
44882352,61,"4",7.4,8.16,14.72,15.1,117,NA,1.6,299.7,NA,NA,"E","E30","U112",1.159,0.1,c(12.08703989, 44.25741307)
44883234,129,"1",4.1,4.64,3.78,7.8,NA,21.2,0.6,27.2,NA,NA,"C","C22","U120",1.55,0.09,c(12.44253493, 52.19052828)
44884030,78,"1",4.2,4.97,10.19,54.6,NA,NA,3.4,180.1,NA,NA,"C","C31","U120",0.1015,0.05,c(12.92910338, 59.33976986)
44884274,537,"1",3.7,4.38,3.79,21.2,NA,NA,0.8,31.4,NA,NA,"C","C22","U120",0.807,0.19,c(13.12903263, 61.53366682)
44904150,167,"1",3.1,4.06,14.89,451.3,NA,50.1,13.2,270,NA,NA,"C","C22","U420",0.7015,0,c(13.05977804, 60.41769988)
44922166,545,"2",5.7,6.31,6.35,22.4,NA,18.2,2.1,204.3,NA,NA,"B","B52","U111",1.166,0.16,c(12.07656224, 42.5785452)
44922328,269,"1",7.3,7.85,105.5,11.6,269,NA,1.1,460.8,NA,NA,"B","B52","U111",1.1615,0.2,c(12.12894364, 44.04002771)
44922480,45,"4",7.1,7.77,19.53,31.7,92,13.1,2.1,129.7,NA,NA,"B","B16","U111",1.2385,0.06,c(12.18140482, 45.40977032)
44922558,440,"1",5.9,6.38,34.11,50.5,NA,NA,5.4,103.5,NA,NA,"E","E20","U111",0.9105,0.12,c(12.20966986, 46.11215657)
44922728,669,"1",5.3,5.71,26.7,46.6,NA,17.5,5.3,138.8,NA,NA,"E","E20","U111",0.926,0.11,c(12.27469785, 47.64196001)
44923890,48,"1",5.3,5.85,8.64,16.2,NA,22.2,1.7,75.7,1.7,6.4,"B","B11","U111",1.198,0.09,c(12.89480327, 58.08036261)
44923902,46,"1",4.9,5.69,5.4,21.1,NA,56.1,1.4,95.7,NA,NA,"E","E30","U112",1.2905,0.02,c(12.90341614, 58.18816487)
44924046,39,"1",3.5,4.15,5.61,43.6,NA,12.6,1.8,42.8,NA,NA,"C","C22","U120",0.545,0.23,c(13.01167456, 59.48206395)
44924280,547,"1",3.5,4.36,2.8,29,NA,13.8,1,24.5,NA,NA,"C","C22","U120",0.892,0.04,c(13.20932085, 61.5860245)
44942142,426,"1",6.2,6.91,14.14,13.4,1,NA,1.5,665.8,NA,NA,"B","B81","U111",0.9335,0.23,c(12.09328204, 42.36137391)
44942422,40,"1",7.3,8.23,9.03,5.1,53,53.6,0.5,55.3,1.5,1,"B","B45","U111",1.314,0.01,c(12.18625163, 44.88674217)
44942974,557,"1",5.6,6.08,14.02,50.6,NA,21.9,4.5,151.4,NA,NA,"E","E20","U111",0.96,0.13,c(12.40581971, 49.85303262)
44943874,126,"1",3.8,4.78,6.75,19,NA,NA,1,52.3,NA,NA,"E","E10","U120",0.995,0.07,c(12.91710018, 57.93590108)
44962522,107,"1",7.2,7.73,20.3,46.9,57,38.2,2.9,159.5,NA,NA,"B","B51","U111",1.301,0.52,c(12.2478603, 45.78694333)
44963130,173,"1",4.2,4.63,9.83,65.2,1,28.8,3.6,67.1,NA,NA,"C","C10","U120",0.824,0.14,c(12.50721986, 51.25398038)
44963904,47,"1",3.6,4.29,5.69,22.1,NA,30.6,1.5,53.9,NA,NA,"C","C32","U120",0.925,0.02,c(12.97273126, 58.20465152)
44963908,43,"1",4.9,5.22,10.54,28.9,NA,25,1.8,103.9,NA,NA,"E","E20","U111",1.103,0.01,c(12.97568627, 58.24058481)
44964210,427,"1",3.4,4.3,12.63,440.3,NA,14.7,9.8,577.7,NA,NA,"C","C22","U420",0.5785,0.02,c(13.22061885, 60.95480426)
44982564,567,"1",5,5.71,8.98,61.6,NA,NA,4.3,129.8,NA,NA,"C","C31","U120",0.8095,0.18,c(12.2894517, 46.16453805)
44983828,160,"1",3.4,4.08,4.59,27.2,NA,NA,1.3,23.3,NA,NA,"C","C21","U120",0.802,0.12,c(12.95117894, 57.52124378)
45002386,42,"1",7.4,8.16,17.57,19.8,211,NA,1.7,167.8,NA,NA,"B","B12","U111",1.236,0.07,c(12.24903414, 44.56073557)
45002638,1827,"1",5.2,5.67,39.2,53.8,NA,41.7,3.2,239.8,NA,NA,"C","C21","U120",0.364,0.15,c(12.34438732, 46.8300065)
45003106,195,"1",6.8,7.13,20.6,12.9,NA,57.4,1.3,310.8,NA,NA,"B","B23","U111",1.3375,0.2,c(12.55253496, 51.03715458)
45004036,56,"1",4.6,5.34,18.72,19.1,NA,NA,1.8,73,NA,NA,"E","E20","U111",1.0865,0.05,c(13.14420506, 59.38908054)
45004078,53,"2",3.6,4.33,5.64,19.5,NA,NA,0.9,36.3,NA,NA,"C","C31","U120",0.77,0.06,c(13.17893007, 59.76652439)
45004144,324,"2",3.8,4.57,4.09,48.2,NA,NA,1.9,62.7,NA,NA,"C","C23","U120",0.253,0.07,c(13.23534093, 60.35976101)
45023176,179,"1",3.5,3.91,7.99,32.3,NA,19.2,1.7,33.6,NA,NA,"C","C10","U120",0.9625,0.05,c(12.61667231, 51.66525261)
45023284,34,"2",6.9,7.31,9.13,20.1,8,39.9,2.3,68.6,1.1,7.5,"B","B16","U111",1.3955,0.01,c(12.67411138, 52.63512968)
45023756,160,"1",3.1,4.33,17.3,252.7,NA,38.2,11.6,263.3,NA,NA,"C","C21","U120",0.12,0.19,c(12.96627352, 56.87314155)
45024130,258,"1",3,4.1,18.7,457.4,NA,36.4,21.2,189.1,NA,NA,"C","C31","U120",0.2185,0.11,c(13.25914422, 60.23308831)
45042534,88,"1",7.2,7.81,19.24,26.7,17,43.3,2.1,276.5,NA,NA,"B","B82","U111",1.3335,0.09,c(12.35523249, 45.89276465)
45044198,441,"1",3.1,4.01,11.87,498.85,NA,51.75,12.1,465.4,NA,NA,"C","C22","U120",0.0665,0.13,c(13.35651524, 60.84355663)
45062500,44,"1",7.6,8.26,16.18,37.7,177,16.8,1.4,195.2,NA,NA,"E","E30","U112",1.4685,0.06,c(12.36764265, 45.58604515)
45062550,1344,"2",3.5,3.86,27.9,104.4,NA,38.5,6.2,129.7,NA,NA,"C","C10","U120",0.5845,0.04,c(12.38729114, 46.03623942)
45062554,1186,"1",5.2,5.57,50.2,67.3,NA,31.5,5.4,376.8,NA,NA,"C","C10","U120",0.646,0.03,c(12.38888137, 46.07224928)
45063274,29,"1",3.3,3.86,6.33,27.5,NA,31.9,1.7,54.9,NA,NA,"C","C32","U120",1.32,0.05,c(12.727588, 52.54400022)
45063428,20,"1",6.1,6.7,16.51,115.1,1,42.7,9.7,29.5,NA,NA,"E","E20","U111",0.7445,0.05,c(12.81654292, 53.92671596)
45063878,199,"1",2.8,3.62,25,308.3,NA,60.6,12.5,179.1,NA,NA,"C","C21","U120",0.1835,0.11,c(13.12226836, 57.96727018)
45064062,152,"1",3.4,4.5,17.61,69.9,NA,25.5,3.4,93.6,NA,NA,"C","C23","U120",0.4865,0.06,c(13.27155955, 59.62028477)
45064102,244,"1",3.9,4.58,5.37,24.5,NA,29.3,1,80,NA,NA,"F","F40","U120",0.837,0.15,c(13.30626029, 59.97975594)
45102102,158,"1",6.1,6.91,15.34,7.8,1,14.1,1,490.7,NA,NA,"B","B14","U111",1.2365,0.07,c(12.27320449, 41.99599202)
45102336,65,"1",7.2,7.89,26.83,21.7,267,NA,2.2,127.3,NA,NA,"E","E20","U361",1.148,0.1,c(12.35588371, 44.10729274)
